symbol,signal_time,entry_time,raw_entry_open,sweep_low,ref_low,btc_sigma,vol_percentile,vol_scalar,vol_history_count,atr14
BTC,2021-11-12 16:00:00,2021-11-12 20:00:00,63845.0,62278.0,62822.9,0.012165612777590859,0.3468416735028712,1.0,6095,1562.9514285714286
BTC,2021-11-16 04:00:00,2021-11-16 08:00:00,60804.07,60293.06,60422.2,0.01238066887021349,0.3772073250490517,1.0,6116,1153.255000000001
BTC,2021-11-16 08:00:00,2021-11-16 12:00:00,60576.76,58574.07,60293.06,0.012361086771379865,0.3748569560241949,1.0,6117,1292.9935714285727
ETH,2021-11-16 08:00:00,2021-11-16 12:00:00,4292.44,4103.0,4252.78,0.012361086771379865,0.3748569560241949,1.0,6117,109.60428571428565
SOL,2021-11-16 08:00:00,2021-11-16 12:00:00,224.93,213.81,224.13,0.012361086771379865,0.3748569560241949,1.0,6117,6.6321428571428545
BTC,2022-03-31 12:00:00,2022-03-31 16:00:00,46453.81,46230.0,46445.42,0.012384477933772408,0.35233833718244806,1.0,6928,648.1671428571426
BTC,2022-03-31 20:00:00,2022-04-01 00:00:00,45510.35,45200.0,45500.0,0.012412247353709912,0.35555555555555557,1.0,6930,666.9257142857142
ETH,2022-04-05 20:00:00,2022-04-06 00:00:00,3407.0,3400.0,3405.97,0.01215164162665422,0.3156609195402299,1.0,6960,61.27214285714285
BTC,2022-04-06 00:00:00,2022-04-06 04:00:00,45215.88,44412.0,45118.0,0.012108756897952206,0.3125987645453239,1.0,6961,771.0064285714288
SOL,2022-04-06 08:00:00,2022-04-06 12:00:00,121.62,119.25,120.12,0.01211080173305135,0.312939824788166,1.0,6963,5.052857142857145
BTC,2022-04-06 16:00:00,2022-04-06 20:00:00,43754.56,43177.11,43705.64,0.011593786467990353,0.2845656855707107,1.0,6965,822.4649999999996
ETH,2022-04-06 16:00:00,2022-04-06 20:00:00,3225.33,3171.26,3217.33,0.011593786467990353,0.2845656855707107,1.0,6965,75.28
SOL,2022-04-06 16:00:00,2022-04-06 20:00:00,118.78,114.5,114.71,0.011593786467990353,0.2845656855707107,1.0,6965,5.468571428571432
ETH,2022-04-07 00:00:00,2022-04-07 04:00:00,3185.56,3143.15,3162.39,0.011495461771725696,0.2798909143103201,1.0,6967,73.485
ETH,2022-04-11 00:00:00,2022-04-11 04:00:00,3175.31,3151.84,3173.52,0.009828168412715763,0.1490487769989987,1.0,6991,45.44428571428567
ETH,2022-04-11 16:00:00,2022-04-11 20:00:00,3004.6,2977.54,3002.36,0.010188288364797302,0.18070050035739815,1.0,6995,53.93714285714282
ETH,2022-04-11 20:00:00,2022-04-12 00:00:00,2979.75,2950.0,2977.54,0.01021553443247727,0.1836763865065752,1.0,6996,56.433571428571405
BTC,2023-01-18 16:00:00,2023-01-18 20:00:00,20905.37,20407.15,20573.13,0.007246634455943879,0.06319788189248302,1.0,8687,390.91999999999956
ETH,2023-01-18 16:00:00,2023-01-18 20:00:00,1541.96,1501.39,1518.76,0.007246634455943879,0.06319788189248302,1.0,8687,35.53357142857141
ETH,2023-01-25 00:00:00,2023-01-25 04:00:00,1546.63,1518.0,1535.0,0.008622138496806696,0.1028080229226361,1.0,8725,28.559285714285675
BTC,2023-01-30 20:00:00,2023-01-31 00:00:00,22827.38,22500.0,22627.9,0.009228592026131415,0.1223744292237443,1.0,8760,339.8292857142852
BTC,2023-02-06 04:00:00,2023-02-06 08:00:00,22880.91,22628.13,22743.0,0.009587990731750907,0.15014776085473971,1.0,8798,199.8142857142866
ETH,2023-02-06 04:00:00,2023-02-06 08:00:00,1635.41,1608.53,1609.3,0.009587990731750907,0.15014776085473971,1.0,8798,21.827142857142867
ETH,2023-02-06 20:00:00,2023-02-07 00:00:00,1614.28,1605.01,1608.53,0.009645931198773916,0.1578050443081118,1.0,8802,24.08071428571431
BTC,2023-02-09 04:00:00,2023-02-09 08:00:00,22676.41,22353.71,22424.48,0.009810510796150583,0.17400181488203267,1.0,8816,273.9850000000006
BTC,2023-02-10 04:00:00,2023-02-10 08:00:00,21910.61,21622.4,21688.0,0.010058607512779595,0.19757424620267514,1.0,8822,309.7500000000003
BTC,2023-02-10 12:00:00,2023-02-10 16:00:00,21652.75,21520.0,21622.4,0.01007422446147867,0.19888939256572982,1.0,8824,328.5535714285717
BTC,2023-02-10 20:00:00,2023-02-11 00:00:00,21625.19,21451.0,21520.0,0.009937333278461332,0.18581463856786767,1.0,8826,337.90928571428566
ETH,2023-02-10 20:00:00,2023-02-11 00:00:00,1513.05,1490.0,1506.0,0.009937333278461332,0.18581463856786767,1.0,8826,32.56785714285719
BTC,2023-02-13 08:00:00,2023-02-13 12:00:00,21602.8,21433.0,21451.0,0.008255664698071659,0.09014817328356521,1.0,8841,183.79500000000033
BTC,2023-02-13 16:00:00,2023-02-13 20:00:00,21607.81,21351.07,21433.0,0.008255380756572036,0.0902408684835463,1.0,8843,208.7900000000001
ETH,2023-02-21 20:00:00,2023-02-22 00:00:00,1659.77,1636.3,1650.56,0.00931295305139911,0.1313540260908682,1.0,8892,28.589285714285698
ETH,2023-02-22 00:00:00,2023-02-22 04:00:00,1649.26,1621.59,1636.3,0.009345287902989934,0.13381311143596086,1.0,8893,28.212857142857143
BTC,2023-02-22 16:00:00,2023-02-22 20:00:00,23791.68,23574.69,23627.08,0.009442451537749825,0.14094638642238957,1.0,8897,413.1435714285713
ETH,2023-02-22 16:00:00,2023-02-22 20:00:00,1616.1,1595.07,1604.5,0.009442451537749825,0.14094638642238957,1.0,8897,29.323571428571444
ETH,2023-02-24 16:00:00,2023-02-24 20:00:00,1610.83,1575.64,1595.07,0.009779702548690905,0.17645078011000112,1.0,8909,31.571428571428587
