symbol,direction,side,signal_time,entry_time,exit_time,raw_entry_price,entry_price,raw_exit_price,exit_price,exit_reason,quantity,final_quantity,initial_notional,entry_equity,nominal_pct,gross_pnl,net_pnl,entry_fee,exit_fee,total_fees,entry_slippage_cost,exit_slippage_cost,total_slippage_cost,funding_cost,expectancy_r,holding_bars,holding_days
BNB,1,LONG,2021-04-30 20:00:00,2021-05-01 00:00:00,2021-05-05 16:00:00,623.4287561,624.0521848560999,646.868,646.221132,ADX_EXIT,173.29762728496218,173.29762728496218,108146.76293755871,865174.1035004697,0.125,4061.9653532235343,2882.7121905340064,108.14676293755872,111.98858887700234,220.13535181456106,108.03872421332524,112.10068956657591,220.13941377990113,738.9783970950657,0.026655556876893426,28,4.666666666666667
XRP,1,LONG,2021-05-01 04:00:00,2021-05-01 08:00:00,2021-05-07 12:00:00,1.56584854,1.5674143885399998,1.58847766,1.58688918234,ADX_EXIT,69610.78513021597,69610.78513021597,109108.94621066676,872871.5696853341,0.125,1575.230810005869,-618.6676111192405,109.10894621066677,110.46460189733385,219.57354810800064,108.99994626439256,110.57517707440273,219.5751233387953,1754.7497496783137,-0.005670182259158855,37,6.166666666666667
BTC,1,LONG,2021-05-01 12:00:00,2021-05-01 16:00:00,2021-05-06 04:00:00,57396.11,57453.506109999995,56873.44,56816.56656,ADX_EXIT,1.8946375869928318,1.8946375869928318,108853.57218052831,870828.5774442265,0.125,-990.2702275935401,-2015.8801186771493,108.85357218052832,107.64680256845601,216.5003747489843,108.7448273531642,107.75455712558734,216.49938447875155,592.6101318558732,-0.01851919122446355,27,4.5
ETH,1,LONG,2021-05-01 12:00:00,2021-05-01 16:00:00,2021-05-27 04:00:00,2867.00684114,2869.8738479811395,2680.67901771,2677.99833869229,ADX_EXIT,37.9297411477174,37.9297411477174,108853.57218052831,870828.5774442265,0.125,-7067.366111317479,-10337.55861171007,108.85357218052832,101.5757837806158,210.4293559611441,108.74482735316586,101.67746124186486,210.42228859503072,2849.3408558364167,-0.09496756426666216,153,25.5
SOL,1,LONG,2021-05-03 04:00:00,2021-05-03 08:00:00,2021-05-05 08:00:00,48.5072,48.55570719999999,44.57019537,44.52562517463,ADX_EXIT,2314.6713629890974,2314.6713629890974,112390.5049655235,899124.039724188,0.125,-9112.87187301648,-9883.426163595808,112.3905049655235,103.0621895109025,215.45269447642602,112.27822673877543,103.16535486576713,215.44358160454254,339.65801449835766,-0.0879382663742601,12,2.0
LTC,1,LONG,2021-05-03 16:00:00,2021-05-03 20:00:00,2021-05-09 04:00:00,294.77713426,295.07191139426,341.19697149,340.85577451851003,ADX_EXIT,386.2961410836274,386.2961410836274,113985.14071377266,911881.1257101813,0.125,17931.803991679095,15533.206230593825,113.98514071377267,131.67127036257145,245.6564110763441,113.87126944431266,131.80307343599904,245.6743428803117,1907.267007128614,0.1362739575818848,32,5.333333333333333
ADA,1,LONG,2021-05-06 12:00:00,2021-05-06 16:00:00,2021-05-12 08:00:00,1.62611245,1.6277385624499998,1.7773,1.7755227,ADX_EXIT,76239.95502266973,76239.95502266973,124098.71478985308,992789.7183188247,0.125,11526.532011987645,10151.668871125223,124.09871478985309,135.3657707897291,259.4644855795822,123.9747400497944,135.50127206179798,259.47601211159235,855.9226431712493,0.081803174902463,34,5.666666666666667
XRP,1,LONG,2021-05-11 08:00:00,2021-05-11 12:00:00,2021-05-18 00:00:00,1.4214,1.4228214,1.49648692,1.49499043308,ADX_EXIT,84879.8659962026,84879.8659962026,120768.88976852938,966151.118148235,0.125,6373.367707667581,5026.908386212625,120.76888976852938,126.89458762543528,247.66347739396465,120.6482415269944,127.02160923467333,247.66985076166773,851.1259932993228,0.041624199707784054,39,6.5
BTC,1,LONG,2021-05-13 00:00:00,2021-05-13 04:00:00,2021-05-15 08:00:00,50454.99169151,50505.4466832015,48512.31,48463.79769,TREND_EXIT,2.3629952836447106,2.3629952836447106,119344.13231077454,954753.0584861963,0.125,-4590.547674661057,-5227.452958007916,119.34413231077454,114.51972536898143,233.86385767975597,119.22490740336106,114.634359728706,233.85926713206706,169.18215853503722,-0.04380150793166372,13,2.1666666666666665
DOGE,1,LONG,2021-05-13 08:00:00,2021-05-13 12:00:00,2021-05-15 08:00:00,0.40185583,0.40225768583,0.51089103,0.51038013897,ADX_EXIT,292469.5632947248,292469.5632947248,117648.12970664671,941185.0376531737,0.125,31889.47732775298,31272.436524875084,117.64812970664671,149.27065635885685,266.9187860655036,117.53059910752869,149.42007643529675,266.9506755428254,83.17134126956302,0.26581329089423084,11,1.8333333333333333
BNB,1,LONG,2021-05-13 12:00:00,2021-05-13 16:00:00,2021-05-22 20:00:00,594.29,594.8842899999999,299.02446699,298.72544252301003,TREND_EXIT,198.4275570298955,198.4275570298955,118041.43638016387,944331.491041311,0.125,-58588.81839030426,-59168.0306651078,118.04143638016387,59.275359782515345,177.31679616267922,117.92351286727421,59.33469447698769,177.2582073442619,224.63727129660262,-0.5012479725725416,55,9.166666666666666
LTC,1,LONG,2021-05-13 16:00:00,2021-05-13 20:00:00,2021-05-19 16:00:00,297.21117561,297.50838678560996,206.50542857,206.29892314142998,TREND_EXIT,385.26531693106796,385.26531693106796,114619.66292460877,916957.3033968701,0.125,-34945.77838083488,-35463.27986882499,114.61966292460878,79.47982000662105,194.09948293122983,114.50515776682629,79.55937938601147,194.06453715283777,129.33746790603942,-0.3093996175172056,35,5.833333333333333
ADA,1,LONG,2021-05-15 08:00:00,2021-05-15 12:00:00,2021-05-27 08:00:00,2.16214341,2.1643055534099997,1.70191614,1.70021422386,ADX_EXIT,56913.30487183889,56913.30487183889,123177.7817970373,985422.2543762984,0.125,-26193.054927844118,-26335.995758858557,123.1777817970373,96.76481046998111,219.94259226701843,123.05472706994746,96.86167214212534,219.9163992120728,-296.91816046464817,-0.2138047574379359,71,11.833333333333334
